,epoch,time,train_auc,test_auc
0,0,0.14961695671081543,0.6102093865784737,0.7403470067230514
1,100,3.3896539211273193,0.8261880723844335,0.8239406850097888
2,200,6.696866989135742,0.8467940280716786,0.8447391960817154
3,300,9.905202865600586,0.8584539728520195,0.8567698888092234
4,400,13.318883895874023,0.8662306494903357,0.8649818787283056
5,500,16.6421217918396,0.8714816788485057,0.8706165351559779
6,600,20.241086959838867,0.8750849973729491,0.8745319969614225
7,700,23.70875096321106,0.8778061024966682,0.8774874171484752
8,800,27.180935859680176,0.8799947087523098,0.8798446356832962
9,900,30.59096384048462,0.8818303218209487,0.8818064544053414
10,1000,33.97759294509888,0.8834022160298391,0.8834678236345377
11,1100,37.1643340587616,0.8847636985326075,0.8849046241704915
12,1200,40.43625998497009,0.8859763002044272,0.8861637561602181
13,1300,43.825058937072754,0.8870480229224115,0.8872832331869874
14,1400,46.96599888801575,0.8880076806670107,0.8882859616757006
15,1500,50.14998388290405,0.8888725308714586,0.8891802113580322
16,1600,53.29745292663574,0.8896575893083777,0.8899851667568913
17,1700,56.37483096122742,0.8903617286984975,0.8907038074848286
18,1800,59.43228197097778,0.8910029984080856,0.8913560812637572
19,1900,62.501224756240845,0.8915843572227802,0.8919368861606093
20,2000,65.68281102180481,0.8921076624448123,0.8924562796745886
21,2100,68.84190392494202,0.8925858893939376,0.8929296930622701
22,2200,71.95264792442322,0.8930192289595515,0.8933713866447702
23,2300,75.10987901687622,0.8934175893331417,0.8937625836356331
24,2400,78.2562940120697,0.8937806248501261,0.8941116060404379
25,2500,81.46685695648193,0.8941062202496296,0.8944444444444446
26,2600,84.68535494804382,0.8944084703919197,0.8947431375341061
27,2700,87.86260986328125,0.8946821954674397,0.8950174291652006
28,2800,91.07275104522705,0.8949346079998548,0.8952694312034645
29,2900,94.21691989898682,0.8951676607360942,0.8955046637732015
30,3000,97.69951510429382,0.8953850373255839,0.8957209731895509
31,3100,100.95262098312378,0.8955863456711857,0.895910811100719
32,3200,104.05889987945557,0.8957723673875888,0.8960868277915676
33,3300,107.17960500717163,0.8959465978144093,0.8962483959752439
34,3400,110.24399399757385,0.8961084642834589,0.8964024367166886
35,3500,113.52398896217346,0.896258397585672,0.8965438271732719
36,3600,116.61956191062927,0.8963967511243901,0.8966760801513686
37,3700,119.65611696243286,0.8965295791889697,0.8968010566019746
38,3800,122.70173001289368,0.8966537604798278,0.8969217256828593
39,3900,125.77143907546997,0.8967730070218406,0.897026043486452
40,4000,128.8540551662445,0.8968841794583199,0.8971253429952236
41,4100,131.91006779670715,0.896985007753205,0.8972171150617637
42,4200,135.2121970653534,0.8970819898847193,0.8973086362135627
43,4300,138.27488613128662,0.8971738231617146,0.8973898489514168
44,4400,141.40842580795288,0.8972597724020572,0.8974655206554061
45,4500,144.5794370174408,0.8973397447406359,0.89753874594067
46,4600,147.69226694107056,0.8974193559371142,0.8976064092825071
47,4700,150.79623007774353,0.8974917571895137,0.8976725253167747
48,4800,153.95204401016235,0.8975602993806103,0.8977330584980536
49,4900,157.11133885383606,0.8976242834424808,0.8977900579633962
50,5000,160.2281949520111,0.8976863328145268,0.8978414536661885
51,5100,163.30930709838867,0.8977477579266564,0.8978884374514506
52,5200,166.41177201271057,0.8978029352804464,0.8979378049267528
53,5300,169.49749493598938,0.8978569002286133,0.8979806277092258
54,5400,172.5888729095459,0.8979080147337722,0.8980252696235717
55,5500,175.70418977737427,0.8979558325274705,0.8980687406024588
56,5600,178.82211709022522,0.89800161760706,0.8981084269506688
57,5700,181.91082000732422,0.8980455995557333,0.8981445900377228
58,5800,185.0394070148468,0.8980870277138384,0.8981811817707932
59,5900,188.13696718215942,0.8981293767843,0.8982145325217914
60,6000,191.2718379497528,0.8981691798029526,0.8982456354949012
