,epoch,time,train_auc,test_auc
0,0,0.11799812316894531,0.6679278367918364,0.7583766945370216
1,100,3.3536009788513184,0.8476602531956949,0.8457005340929358
2,200,6.418730020523071,0.8650784643123504,0.8637410844242374
3,300,9.455502986907959,0.872379692216129,0.8715372667982714
4,400,12.503005981445312,0.8765757610089526,0.8760917770848348
5,500,15.659859895706177,0.8795125634113936,0.8792552578661249
6,600,19.266767978668213,0.8817624090489415,0.8816810283991576
7,700,22.5559720993042,0.8836003205290917,0.8836325596168197
8,800,25.711760997772217,0.8851394049781479,0.8852550161515911
9,900,28.86580204963684,0.8864651653679996,0.8866471747731992
10,1000,32.015432834625244,0.8876141699159138,0.887838517963718
11,1100,35.1068000793457,0.8886271735079362,0.8888990823002442
12,1200,38.23056197166443,0.8895332093893644,0.8898391239228178
13,1300,41.40031313896179,0.8903408882197097,0.8906695785322365
14,1400,44.58069705963135,0.8910652851020835,0.8914087419950356
15,1500,47.76935291290283,0.8917180004366725,0.8920617580634065
16,1600,50.995004177093506,0.8923038606296915,0.8926656366616545
17,1700,54.14403820037842,0.8928349381456447,0.8931980254682644
18,1800,57.36185908317566,0.8933074538904084,0.8936897869963852
19,1900,60.54846000671387,0.8937424108567158,0.8941223744647414
20,2000,63.76459789276123,0.8941396620081399,0.8945125991609829
21,2100,66.81488299369812,0.8944987636558146,0.8948784014890954
22,2200,70.12487506866455,0.8948241862230274,0.8952002519184001
23,2300,73.19639182090759,0.8951193141271774,0.8954976799795755
24,2400,76.24178504943848,0.8953925774567257,0.895771522055092
25,2500,79.31372594833374,0.8956391704421494,0.8960222277005275
26,2600,82.3687539100647,0.895869331461998,0.8962595303168781
27,2700,85.41953301429749,0.8960858593675515,0.8964709887149003
28,2800,88.47523093223572,0.8962855219370093,0.896664705349774
29,2900,91.51959300041199,0.8964676949104553,0.8968402097563598
30,3000,94.5537531375885,0.8966368048582074,0.8970053952942194
31,3100,97.57848191261292,0.8967974950358439,0.8971574287177357
32,3200,100.61474704742432,0.896946138544841,0.897298913267347
33,3300,103.72982501983643,0.8970853614041865,0.897429848943053
34,3400,106.82329797744751,0.897216136117966,0.8975590386703527
35,3500,109.85863280296326,0.8973379080750962,0.8976763204022331
36,3600,113.08225107192993,0.8974553437474332,0.8977870574412845
37,3700,116.49450492858887,0.8975639108016158,0.897888406087108
38,3800,119.81769895553589,0.8976686549087054,0.8979828859418952
39,3900,122.9514307975769,0.8977654384120644,0.8980738843546505
40,4000,126.12144780158997,0.8978589406814813,0.8981577421520665
41,4100,129.10856699943542,0.8979470103418716,0.8982382753291636
42,4200,132.1260027885437,0.8980304857588256,0.8983171043769776
43,4300,135.13426089286804,0.8981116008541938,0.8983892214554685
44,4400,138.1016879081726,0.8981880004655638,0.8984619135469077
45,4500,141.07627487182617,0.8982601102246965,0.8985287614158366
46,4600,144.10790181159973,0.8983276205812201,0.8985865554445258
47,4700,147.10260391235352,0.8983909416893773,0.898646816801502
48,4800,150.05841612815857,0.8984529188330034,0.8987004602821829
49,4900,152.98343706130981,0.8985132605188312,0.8987548146879634
50,5000,155.91302800178528,0.8985720621915588,0.8988031575947397
51,5100,158.86921906471252,0.8986269738479463,0.8988512809511175
52,5200,161.97988080978394,0.8986787745230963,0.8988952642142678
53,5300,165.2186529636383,0.8987307944630932,0.8989391324748285
54,5400,168.53489995002747,0.8987802528737624,0.8989812547869829
55,5500,171.86367511749268,0.8988270672083385,0.8990175119670649
56,5600,175.0504059791565,0.898872416337821,0.8990538946045175
57,5700,178.30383586883545,0.8989189185424387,0.8990938005031259
58,5800,181.30068612098694,0.898962405210517,0.8991327654714554
59,5900,184.24255299568176,0.8990042357841055,0.8991718768067168
60,6000,187.1488699913025,0.8990445650383905,0.8992060116662809
61,6100,190.07511401176453,0.8990841487921963,0.8992411920039327
62,6200,193.0313708782196,0.8991211039474276,0.8992727968065244
63,6300,196.156888961792,0.89915745805902,0.8993039834178811
64,6400,199.37493991851807,0.89919303313551,0.8993378569079233
65,6500,202.54181385040283,0.8992284611755732,0.8993614428935823
66,6600,205.9675488471985,0.8992614128126613,0.8993880816752574
67,6700,209.24857687950134,0.8992929147221744,0.8994175850668928
68,6800,212.24835300445557,0.899326000497757,0.8994444120346237
69,6900,215.33481287956238,0.8993571077305459,0.8994687612192866
70,7000,218.42459893226624,0.8993858030500204,0.8994943231585315
71,7100,221.80800795555115,0.8994147305322739,0.8995148772577362
72,7200,224.76180815696716,0.8994407895144145,0.8995415892228774
73,7300,227.73506712913513,0.8994712105772125,0.8995649033842334
74,7400,230.69182300567627,0.899496882621388,0.8995834919846332
75,7500,233.66424703598022,0.8995234807370931,0.8996043806368259
76,7600,236.62871384620667,0.8995515621149968,0.8996247570047555
77,7700,239.58522486686707,0.8995768575395533,0.8996470675071474
78,7800,242.53030490875244,0.8996002595476684,0.8996685834461927
79,7900,245.48802614212036,0.8996250416345251,0.8996883116177081
80,8000,248.40444898605347,0.8996471848044612,0.8997072765902192
81,8100,251.3339340686798,0.8996716496021865,0.8997239519657183
82,8200,254.7906150817871,0.8996925494114623,0.8997431573981898
83,8300,258.1840159893036,0.8997155541632667,0.8997589859364379
84,8400,261.4991579055786,0.8997367996371244,0.8997758704075545
85,8500,264.6845679283142,0.8997559324296938,0.8997962154111416
86,8600,267.9395549297333,0.8997774461805403,0.8998144171846488
87,8700,271.0602328777313,0.8997978352317026,0.8998258547149285
88,8800,274.19610691070557,0.8998217944304872,0.8998414009740927
89,8900,277.40591502189636,0.8998395755197661,0.8998554731091537
90,9000,280.6763470172882,0.8998591210461648,0.8998752117354498
91,9100,283.6825499534607,0.8998797113050685,0.8998900366147335
92,9200,286.98066091537476,0.8998964786168794,0.8999033769151329
93,9300,290.1581790447235,0.8999156913766282,0.8999178986057713
94,9400,293.4028568267822,0.8999307019900787,0.8999351594489996
95,9500,296.51801204681396,0.899951462501687,0.8999478724625463
96,9600,299.82808899879456,0.8999685006700734,0.8999627287061728
97,9700,302.9895749092102,0.8999823066166599,0.8999734344017909
98,9800,305.99202513694763,0.9000023500032399,0.899983659177489
99,9900,309.04430103302,0.9000183073249111,0.9000056351268928
